id	Sex	TrueID	BestAgeLastCapture2	Alive	FirstPL	LastPL	EstAgePL	BestAgeFirstCapture2	FirstCapYear2	LastCapYear2
S2082	Female	101030900090000	19.8	N	171	172.18	15.80865664	15.9	2012	2016
S600	Female	101100000030900	15.8	N	171	171	15.80865664	15.9	2001	2001
S1402	Female	110000000081000	21.3	N	172	172	16.30270978	16.4	2006	2011
S490	Female	108000000030000	29.3	N	172	169	16.30270978	16.4	1990	2003
S1059	Female	102080900080000	21.8	N	173	172	16.83632784	16.9	2009	2014
S1252	Female	102120000031200	16.8	N	173	173	16.83632784	16.9	2003	2003
S481	Female	101100000101200	16.8	N	173	173	16.83632784	16.9	2001	2001
S664	Female	103090000010200	37.8	Y	173	177.13	16.83632784	16.9	1996	2017
S1216	Female	111120000100000	17.4	N	174	174	17.41640368	17.5	1999	1999
S68	Female	102090000090000	40.4	Y	174	180	17.41640368	17.5	1995	2018
S822	Female	108000000021000	22.4	N	174	179	17.41640368	17.5	2006	2011
S847	Female	108110000030900	27.4	Y	174	182	17.41640368	17.5	2008	2018
S1461	Female	108090000101200	27.8	Y	176.1	177.58	18.82869699	18.9	2008	2017
S735	Female	103100000010000	30.5	N	177	180	19.53942856	19.6	1996	2007
S909	Female	102110000080000	26.5	N	177	177	19.53942856	19.6	1995	2002
S55	Female	102030800020000	20.3	N	177.9	177.9	20.33507361	20.4	2014	2014
S2106	Female	103080900120000	22.8	Y	179.3	180	21.79926433	21.8	2017	2018
S1263	Female	111000000081000	22.7	N	180	180	22.67278608	22.7	2007	2007
S1389	Female	109100000010200	29.7	N	180	187.3	22.67278608	22.7	2008	2015
S1260	Female	110000000091000	26.1	N	182	182	26.07829024	26.1	2006	2006
S663	Female	102031012010000	30.7	N	185	185.6	22.7	22.7	2007	2015
S1286	Male	202030000030000	6.5	N	138	138	6.54	6.6	2000	2000
S1290	Female	101080000031100	23.4	N	174	175	17.4	17.4	2001	2007
S1329	Female	111000000101112	7.6	N	149	149	7.62	7.7	2011	2011
S1367	Female	101080900091200	12.5	N	149.04	159.56	9.5	9.6	2013	2016
S2149	Male	202090000101100	3.4	N	105	105	3.36	3.4	2011	2011
S483	Female	101080000081200	7	N	135	139	5	5	2001	2003
S606	Female	101120000030900	8	N	154	156	6	6	2002	2004
S64	Female	402031000010000	10	Y	144.1	145	6	6	2014	2018
S738	Female	101081200030000	12	Y	140	151	7	7	2013	2018
S831	Female	109120000030800	5.8	N	140	145	4.81	4.9	2010	2013
S835	Female	112000000011100	20	Y	155	161	11	11	2009	2018
S935	Female	101110000021100	7	N	NA	NA	7	7	2002	2002
