id	Sex	TrueID	BestAgeLastCapture2	Alive	FirstPL	LastPL	EstAgePL	BestAgeFirstCapture2	FirstCapYear2	LastCapYear2
S2153	Male	202100000031100	11.3	N	66	130	0.945688588	1.3	2003	2013
S2069	Female	103110000091100	8	Y	75	147	2.065836395	1	2011	2018
S710	Female	103110000011100	8	Y	75	137.49	2.065836395	2	2011	2017
S2004	Male	202000000010912	5	Y	77.68	112.13	1.455998937	3	2015	2017
S1258	Female	102120000101100	2	N	78	78	2.250179937	2	2003	2003
S1343	Male	210120000101100	2.6	N	78	155	1.470979108	1.7	2011	2012
S1345	Male	203110000101200	7	Y	80	115.61	1.565950694	2	2011	2016
S1189	Male	201100000010800	1.9	N	82	82	1.663326879	1.9	2007	2007
S2122	Male	212000000081000	4	Y	82.1	92.8	1.668261009	2	2014	2016
S2064	Female	102000000010208	5	Y	82.35	111.84	2.526871	3	2015	2017
S2072	Male	202000000010809	4	Y	83.2	96.4	1.722958366	2	2015	2017
S366	Male	203110000021100	6	N	85	116	1.814175776	2	2011	2015
S5	Female	103000000031112	12	N	88	145.9	2.904298977	2	2005	2015
S398	Male	208090000081200	3	N	88.5	88.5	1.997986021	3	2014	2014
S2075	Male	211000000080911	3	Y	88.94	89.86	2.021727787	2	2016	2017
S353	Male	203100000020300	2.3	N	89	89	2.024976685	2.3	2011	2011
S355	Male	203100000021100	2.2	N	89	89	2.024976685	2.3	2011	2011
S970	Male	201020300090000	13.2	Y	89	132.86	2.024976685	2.3	2005	2016
S357	Male	203100000030800	6.2	N	90	105.4	2.079532974	2.3	2011	2015
S527	Male	209120000110000	13.3	N	90	139.2	2.079532974	2.4	2003	2014
S388	Male	208090000011100	2.5	N	90.2	90.2	2.090537713	2.5	2014	2014
S1259	Female	103000000010900	3	N	92	92	3.185042213	3	2003	2003
S703	Female	102100000030800	17.2	Y	92	146	3.185042213	2.3	2003	2018
S2074	Male	209110000011100	3	Y	92.52	92.52	2.220548298	3	2017	2017
S2015	Male	208120000010300	4	Y	92.92	99.66	2.243414916	3	2016	2017
S2061	Female	103110000030900	8	Y	93	143.72	3.257114987	2	2011	2017
S760	Male	203100000031000	2.5	N	93	93	2.248004599	2.5	2011	2011
S988	Male	202110000011000	2.4	N	93	93	2.248004599	2.4	2011	2011
S995	Male	202110000031100	2.5	N	93	93	2.248004599	2.6	2011	2011
S2036	Male	210110000080900	2	Y	93.49	93.49	2.27623655	2	2017	2017
S1061	Male	201110000030800	11	Y	94	118.14	2.305842589	3	2009	2017
S1173	Male	201100000011100	6.7	N	94	108	2.305842589	2.8	2007	2011
S167	Male	201110000110000	4	N	94	94	2.305842589	4	2000	2000
S226	Male	202090000010900	2.6	N	94	94	2.305842589	2.7	2011	2011
S906	Female	101030000021200	17	N	94	160.8	3.329975457	2	2000	2015
S992	Male	202110000021100	2.6	N	94	94	2.305842589	2.7	2011	2011
S526	Male	209100000010800	2	N	94.6	94.6	2.340967526	2	2014	2014
S2045	Male	203000000020310	6	Y	94.9	125.69	2.358651023	4	2015	2017
S577	Male	212000000081100	2.5	N	94.9	94.9	2.358651023	2.5	2014	2014
S396	Male	208090000080900	2.8	N	95	95	2.364563636	2.8	2014	2014
S399	Male	208090000091100	2.6	N	95	95	2.364563636	2.6	2014	2014
S1003	Male	202120000030900	2.5	N	96	96	2.424195123	2.5	2011	2011
S2065	Male	203110000021200	8	Y	96	129.94	2.424195123	2	2011	2017
S259	Male	202110000011100	5.4	N	96	113.9	2.424195123	2.5	2011	2014
S351	Male	203100000011100	2.5	N	96	96	2.424195123	2.6	2011	2011
S2147	Male	211000000010300	6	Y	96.4	111.25	2.448309019	4	2014	2016
S1054	Male	203120000010200	5	N	97	114	2.484765726	3	2011	2013
S2089	Female	401031100100000	7	Y	97.7	141	3.606702415	3	2014	2018
S2172	Male	209110000030000	2.8	N	98	98	2.546305501	2.8	2003	2003
S331	Male	203090000021100	2.9	N	98	98	2.546305501	3	2011	2011
S385	Male	208000000101100	2.8	N	98.2	98.2	2.558732503	2.8	2014	2014
S1334	Male	201120000010800	5.8	N	98.4	112	2.571199787	2.9	2008	2011
S2017	Male	211120000021200	2.9	Y	98.6	100.09	2.583707616	3	2017	2017
S1034	Male	202000000031200	5.9	Y	99	109.44	2.608845966	2.9	2013	2016
S1208	Male	210110000010000	2.8	N	99	99	2.608845966	2.9	2003	2003
S671	Male	201000000081100	11	N	99	134.5	2.608845966	4	2007	2014
S855	Male	201080000101100	2.9	N	99.1	99.1	2.61515631	3	2008	2008
S1364	Male	201120000081200	7.5	N	99.2	114	2.621477024	3.5	2008	2012
S1285	Male	201090000010000	13	N	100	137	2.672420204	3	2000	2010
S987	Male	202110000010900	5.8	N	100	107.6	2.672420204	2.9	2011	2014
S1392	Male	208090000091200	2.9	N	100.5	100.5	2.70460578	2.9	2015	2015
S495	Male	209100000010900	2.9	N	100.7	100.7	2.717555805	3	2014	2014
S1277	Male	210110000020000	3	N	101	101	2.737062967	3.1	2003	2003
S856	Male	201100000031100	4.4	N	101.2	108	2.750122924	3.5	2008	2009
S2102	Male	212000000011112	2	Y	101.69	101.69	2.7823085	2	2016	2016
S391	Male	208090000020900	3	N	101.9	101.9	2.796185198	3.1	2014	2014
S392	Male	208090000021000	3.1	N	101.9	101.9	2.796185198	3.2	2014	2014
S1040	Female	403000000010800	4	N	102	140.2	3.943434782	3	2013	2014
S2165	Male	211000000091200	2.9	N	102	102	2.802810787	3	2014	2014
S234	Male	202090000021200	5.5	N	102	115	2.802810787	3.5	2011	2013
S310	Male	203000000030900	5.1	N	102	108.2	2.802810787	3.1	2013	2015
S374	Male	208000000020000	9.4	Y	102	132.76	2.802810787	3.5	2011	2017
S885	Female	108090000020300	8.7	N	102.7	154	3.999898116	2.7	2008	2014
S2067	Female	111000000011012	5	Y	102.72	112.87	4.001518402	4	2016	2017
S1018	Male	203090000081100	2.9	N	103	103	2.869702105	2.9	2011	2011
S333	Male	203090000030800	3.1	N	103	103	2.869702105	3.2	2011	2011
S572	Male	212000000030708	4	N	103	103	2.869702105	4	2014	2014
S931	Female	102080000081100	14	N	103	152	4.024243852	4	2003	2013
S1240	Female	102090000030800	16	N	104	144.23	4.106044469	3	2003	2016
S1297	Female	102120000111200	6	N	104	150	4.106044469	4	2003	2005
S208	Male	202000000031000	4.6	N	104	129	2.937777402	3.6	2013	2014
S2186	Male	209120000100000	3.2	N	104	104	2.937777402	3.3	2003	2003
S2187	Male	202110000091000	3.5	N	104	104	2.937777402	3.5	2011	2011
S222	Male	202080000091200	6.3	N	104	118.5	2.937777402	3.4	2011	2014
S290	Male	202120000091200	3.2	N	104	104	2.937777402	3.3	2011	2011
S302	Male	203000000020300	4.6	N	104	99.5	2.937777402	3.7	2013	2014
S535	Male	210000000030800	3.2	N	104	104	2.937777402	3.3	2014	2014
S378	Male	208000000030900	6.9	N	104.5	104.5	2.972272286	7	2014	2014
S836	Male	201030000011000	8.7	N	104.7	117	2.986157333	3.7	2008	2013
S393	Male	208090000021100	5	N	104.8	104.8	2.9931187	5	2014	2014
S1021	Male	201000000020309	4	N	105	105	3.007079346	4	2013	2013
S1229	Female	102090000010800	3	N	105	105	4.188861269	3	2003	2003
S2086	Male	211000000020900	5	Y	105	116.16	3.007079346	3	2014	2016
S2188	Male	202000000021100	3.4	N	105	105	3.007079346	3.5	2013	2013
S291	Male	202120000101100	3.3	N	105	105	3.007079346	3.3	2011	2011
S1385	Male	208000000011200	3.3	N	106	106	3.077652956	3.3	2014	2014
S2014	Male	202080000080900	9.4	Y	106	129.64	3.077652956	3.4	2011	2017
S2066	Male	209100000020900	7	Y	106	115.96	3.077652956	5	2015	2017
S363	Male	203100000101200	8.7	Y	106	116.78	3.077652956	3.7	2011	2016
S503	Male	208110000011100	4	N	106.2	106.2	3.091924416	4	2014	2014
S2085	Male	203110000031200	3.5	Y	106.6	106.6	3.120627189	3.6	2016	2016
S1197	Male	208090000101200	3.6	N	107	107	3.149545776	3.6	2003	2003
S1207	Male	209120000090000	16.5	Y	107	139.91	3.149545776	3.6	2003	2016
S1233	Female	102080000030900	3	N	107	107	4.357646656	3	2003	2003
S149	Male	201000000030911	3.1	N	107	107	3.149545776	3.2	2013	2013
S191	Male	202000000030900	3.4	N	107	107	3.149545776	3.5	2013	2013
S296	Female	103000000010212	6	Y	107	156.89	4.357646656	3	2014	2017
S837	Male	201030000091200	6.7	N	107.2	119	3.164087017	3.7	2008	2011
S2138	Male	210000000030900	6.1	Y	107.4	113.16	3.178683444	4.2	2014	2016
S537	Male	210000000031000	3.6	N	107.4	107.4	3.178683444	3.6	2014	2014
S1014	Male	203090000011100	4.4	N	108	108	3.222808064	4.5	2011	2011
S1198	Male	208090000120000	4.1	N	108	108	3.222808064	4.1	2003	2003
S1242	Female	102090000031100	4	N	108	108	4.443669355	4	2003	2003
S253	Male	202100000081100	7.9	N	108	128.6	3.222808064	3.9	2010	2014
S524	Male	209000000091100	4.4	N	108	108	3.222808064	4.5	2013	2013
S1296	Female	102120000101200	12	N	109	155	4.530816565	4	2003	2011
S154	Male	201000000101100	3.5	N	109	109	3.29749301	3.5	2013	2013
S200	Male	202000000101200	7.2	Y	109	122.47	3.29749301	4.2	2013	2016
S547	Male	210000000111200	10.9	Y	109	124.31	3.29749301	3.9	2010	2017
S390	Male	208090000020800	3.5	N	109.1	109.1	3.305041891	3.5	2014	2014
S555	Male	211000000031100	4.2	N	109.5	109.5	3.335386458	4.2	2014	2014
S1022	Male	201000000030809	3.2	N	110	110	3.373656961	3.3	2013	2013
S1181	Male	209120000080000	9.1	N	110	122.9	3.373656961	4.1	2003	2008
S1292	Male	202110000090000	13.9	N	110	130	3.373656961	3.9	2001	2011
S2181	Male	209120000010000	4	N	110	110	3.373656961	4	2003	2003
S975	Male	202090000020300	10.4	Y	110	123.28	3.373656961	4.5	2011	2017
S510	Male	208110000041300	6.9	Y	110.2	115.6	3.389072428	3.9	2014	2017
S1023	Male	201000000030810	9.6	Y	111	125.28	3.451359681	5.7	2013	2017
S1046	Male	203000000030800	8	N	111	118.4	3.451359681	6	2013	2015
S1237	Female	102090000021000	3	N	111	111	4.708604879	3	2003	2003
S1254	Female	102120000081200	4	N	111	111	4.708604879	4	2003	2003
S2158	Male	201000000030912	4.4	N	111	111	3.451359681	4.4	2013	2013
S2185	Male	202000000030800	6.3	N	111	111	3.451359681	6.4	2013	2013
S239	Male	202090000081000	5.1	N	111	111	3.451359681	5.1	2011	2011
S245	Male	202090000101200	7.8	N	111	120.3	3.451359681	4.8	2011	2014
S322	Male	203000000111200	4.7	N	111	111	3.451359681	4.8	2013	2013
S543	Male	210000000091000	5	N	111	111	3.451359681	5	2013	2013
S569	Male	212000000020900	3	N	111	111	3.451359681	3	2014	2014
S659	Male	211000000101100	4	N	111	111	3.451359681	4	2014	2014
S1000	Male	202110000081200	4.4	N	112	112	3.530664632	4.5	2011	2011
S1007	Male	202120000080900	4.5	N	112	112	3.530664632	4.5	2011	2011
S1013	Female	103080000031200	7	N	112	NA	4.799309226	3	2009	2013
S1273	Male	208110000030000	4.5	N	112	112	3.530664632	4.5	2003	2003
S1386	Male	212000000011200	7	Y	112	115.46	3.530664632	4	2014	2017
S227	Male	202090000011000	6.4	N	112	112	3.530664632	6.4	2011	2011
S305	Male	203000000020900	9.6	Y	112	120.02	3.530664632	5.7	2013	2017
S321	Male	203000000101100	5.6	N	112	112	3.530664632	5.7	2013	2013
S341	Male	203090000091100	4.7	N	112	112	3.530664632	4.7	2011	2011
S656	Male	203100000021000	4.2	N	112	112	3.530664632	4.2	2011	2011
S1196	Male	208090000090000	6.5	N	113	113	3.611639283	6.5	2003	2003
S1218	Female	101090000031000	5.2	N	113	158	4.891264707	3.3	2001	2003
S1247	Female	102100000091000	3.2	N	113	113	4.891264707	3.2	2003	2003
S1274	Male	208110000080000	4.9	N	113	113	3.611639283	5	2003	2003
S215	Male	202080000031100	4.5	N	113	113	3.611639283	4.6	2011	2011
S890	Female	410110000031200	3	N	113	113	4.891264707	3	2011	2011
S971	Male	202110000101100	12.6	N	113	132.6	3.611639283	4.7	2007	2015
S974	Male	202080000101200	5.5	N	113	113	3.611639283	5.5	2011	2011
S1331	Male	201080000010300	9.5	N	113.4	120	3.644512593	6.6	2008	2011
S1027	Male	201090000021200	12.3	N	114	122	3.694355457	7.4	2008	2013
S1063	Male	201110000081100	12	Y	114	130.4	3.694355457	5	2009	2016
S1201	Male	208110000010000	4.8	N	114	114	3.694355457	4.8	2003	2003
S2184	Male	208100000081011	5.9	N	114	115.8	3.694355457	4.9	2013	2014
S219	Male	202080000081100	7.5	N	114	114	3.694355457	7.6	2011	2011
S232	Male	202090000020900	8.5	N	114	114	3.694355457	8.6	2011	2011
S348	Male	203100000010810	5.4	N	114	114	3.694355457	5.5	2011	2011
S972	Male	202030000021100	9	N	114	117	3.694355457	7	2009	2011
S2166	Male	210000000091200	7	Y	114.45	125	3.732166121	3	2014	2018
S1042	Male	203000000011200	7.7	N	115	122.3	3.778889713	5.8	2013	2015
S1045	Male	203000000021213	6.4	N	115	115	3.778889713	6.5	2013	2013
S1235	Female	102090000011000	3	N	115	116	5.079070554	3	2003	2003
S1268	Male	201020300010000	3.8	N	115	115	3.778889713	3.8	2005	2005
S1272	Male	203000000090000	7.3	N	115	115	3.778889713	7.3	1999	1999
S2016	Male	210000000101200	11.4	Y	115	119.34	3.778889713	8.4	2014	2017
S2114	Male	212000000030800	7.7	Y	115.1	125.28	3.787446233	5.7	2014	2016
S1265	Female	109000000101200	17.2	Y	116	155	5.17499547	3.3	2004	2018
S1291	Male	202110000030000	17.9	N	116	131.9	3.865323774	3.9	2001	2015
S1395	Male	208110000081100	9	Y	116	136.21	3.865323774	7	2015	2017
S155	Male	201000000101200	6.9	Y	116	122.9	3.865323774	3.9	2013	2016
S350	Male	203100000011000	7.8	N	116	123	3.865323774	4.8	2011	2014
S750	Male	202110000111200	6.2	N	116	116	3.865323774	6.3	2011	2011
S1332	Male	201080000020300	6.9	N	116.5	126	3.909280297	4	2008	2011
S1048	Male	203000000031100	8.9	N	117	120.2	3.953744998	6.9	2013	2015
S1191	Male	201100000011000	4	N	117	117	3.953744998	4	2007	2007
S1276	Male	210000000021100	4	N	117	117	3.953744998	4	2003	2003
S188	Male	202000000021000	4	N	117	117	3.953744998	4	2013	2013
S2030	Female	102000000021000	9	Y	117	152	5.272320799	4	2013	2018
S2071	Female	111000000010809	8	Y	117	140	5.272320799	4	2014	2018
S214	Male	202080000031000	9	Y	117	129.22	3.953744998	4	2011	2016
S223	Male	202080000101100	4	N	117	NA	3.953744998	4	2011	2011
S344	Male	203090000101200	5	N	117	117	3.953744998	5	2011	2011
S358	Male	203100000030900	10.5	N	117	128	3.953744998	6.6	2011	2015
S575	Male	212000000080900	4	N	117	117	3.953744998	4	2014	2014
S759	Male	203090000010900	10	Y	117	127.45	3.953744998	4	2011	2017
S991	Male	202110000020800	12.6	Y	117	132.71	3.953744998	7.6	2011	2016
S999	Male	202110000081100	6.5	N	117	117	3.953744998	6.5	2011	2011
S2121	Male	208120000010900	6.8	Y	117.95	119.11	4.03967088	6.9	2016	2016
S2148	Male	208100000020000	18	Y	118	121.77	4.044246911	4.1	2003	2017
S218	Male	202080000081000	4	N	118	118	4.044246911	4.1	2011	2011
S863	Female	103120000021200	5.5	N	118	155	5.371088038	3.5	2008	2010
S967	Male	201020000030000	21	Y	118	132.02	4.044246911	4.1	2000	2017
S2057	Female	401031200010000	6.4	Y	118.2	141.12	5.391018297	3.5	2014	2017
S553	Male	211000000021100	12	N	118.2	118.2	4.062605676	12	2015	2015
S565	Male	212000000011000	4.1	N	118.7	118.7	4.108889674	4.2	2014	2014
S2024	Male	208120000020300	10.4	Y	118.83	119.65	4.121015306	9.5	2016	2017
S1232	Female	102090000011200	4	N	119	119	5.471340554	4	2003	2003
S2077	Female	102030900030000	8	Y	119	145	5.471340554	4	2014	2018
S809	Male	211000000010900	5.1	N	119	122	4.136929802	4.2	2014	2015
S90	Female	108090000011100	18.5	Y	119	151	5.471340554	3.5	2003	2018
S997	Male	202110000080900	4.1	N	119	119	4.136929802	4.2	2011	2011
S376	Male	208000000021200	5.6	N	119.3	119.3	4.165175857	5.7	2014	2014
S887	Female	408100000110000	6	N	119.5	154.35	5.522037883	4	2015	2017
S1234	Female	102090000010200	3	N	120	120	5.573123701	3	2003	2003
S2173	Male	202100000021100	4.2	N	120	120	4.231901389	4.3	2011	2011
S340	Male	203090000091000	4.2	N	120	120	4.231901389	4.3	2011	2011
S354	Male	203100000020800	4.2	N	120	120	4.231901389	4.3	2011	2011
S362	Male	203100000101100	4.2	N	120	120	4.231901389	4.3	2011	2011
S395	Male	208090000031200	4.3	N	120.2	120.2	4.251180396	4.3	2014	2014
S538	Male	210000000031100	4.3	N	120.5	120.5	4.28028132	4.3	2014	2014
S2040	Female	102030800120000	7	Y	121	147.19	5.676484945	4	2014	2017
S2163	Male	202090000030900	4.3	N	121	121	4.329277573	4.4	2011	2011
S318	Male	203000000091000	4.3	N	121	121	4.329277573	4.4	2013	2013
S324	Male	203090000011200	10.3	Y	121	137.91	4.329277573	4.4	2011	2017
S730	Female	103000000111200	11.7	N	121	152	5.676484945	3.7	2004	2012
S379	Male	208000000031100	4.3	N	121.1	121.1	4.339152172	4.4	2014	2014
S10	Female	101031000010000	8	Y	121.4	141	5.718282365	4	2014	2018
S1398	Male	212000000021200	9	Y	121.9	128.97	4.419075127	6	2014	2017
S1467	Male	201100000101100	5.4	N	121.9	108	4.419075127	4.5	2008	2009
S160	Male	201030000020900	13.4	Y	121.9	130.39	4.419075127	4.5	2008	2017
S1012	Male	202120000091100	4.4	N	122	122	4.42918329	4.5	2011	2011
S179	Male	202000000010300	4.4	N	122	122	4.42918329	4.5	2013	2013
S2178	Male	202110000021200	4.4	N	122	122	4.42918329	4.5	2011	2011
S2180	Male	208100000020300	4.4	N	122	122	4.429183	4.5	2013	2013
S364	Male	203100000111200	10.4	Y	122	131.4	4.42918329	4.5	2011	2017
S922	Female	101110000011200	9	N	122	141	5.781473991	4	2002	2007
S985	Male	202100000101200	8	N	122	122	4.42918329	7	2010	2011
S941	Female	103120000020900	10.7	N	122.2	149.8	5.802671677	3.8	2008	2015
S2146	Male	203080900021000	4.5	Y	122.4	122.4	4.469883711	4.5	2016	2016
S2025	Male	210110000011100	4.5	Y	122.56	122.55	4.486285245	4.5	2017	2017
S507	Male	208110000030809	11	N	122.7	122.7	4.500694187	11	2014	2014
S1043	Male	203000000021000	8.1	N	123	123	4.531753471	8.1	2013	2013
S1275	Male	209100000100000	4.5	N	123	123	4.531753471	4.6	2003	2003
S1295	Female	102100000020300	5.5	N	123	132	5.888142934	3.6	2003	2005
S1338	Male	203100000031100	4.5	N	123	NA	4.531753471	4.6	2011	2011
S2033	Male	201000000030812	14	Y	123	128.4	4.531753471	10	2013	2017
S2053	Male	201090000031000	14	Y	123	130.21	4.531753471	5	2008	2017
S2160	Male	201000000010203	7.5	N	123	127.3	4.531753471	4.6	2011	2014
S221	Male	202080000091100	4.5	N	123	123	4.531753471	4.6	2011	2011
S231	Male	202090000020800	4.5	N	123	123	4.531753471	4.6	2011	2011
S762	Male	203100000091100	10.5	Y	123	125.53	4.531753471	4.6	2011	2017
S383	Male	208000000091000	4.5	N	123.1	123.1	4.542162555	4.6	2014	2014
S530	Male	210000000020300	4.6	N	123.2	123.2	4.552599885	4.6	2014	2014
S1035	Male	202000000081000	4.6	N	124	124	4.6	4.6	2013	2013
S1378	Female	101111200080000	8	N	124	151.3	5.996546406	3	2011	2016
S228	Male	202090000011100	6.6	N	124	126	4.637134141	4.7	2011	2013
S973	Male	201000000010208	7.6	N	124	129.8	4.637134141	4.7	2011	2014
S2047	Male	210120000021000	5.7	Y	124.25	126.71	4.663936716	4.7	2016	2017
S567	Male	212000000020300	4.7	N	124.5	124.5	4.69092738	4.7	2014	2014
S1317	Male	202100000091100	5.7	N	125	137	4.745483668	4.8	2010	2011
S181	Male	202000000010900	5.7	N	125	125.72	4.7	4.7	2013	2014
S2094	Male	212000000010900	6.7	Y	125	130.48	4.745483668	4.8	2014	2016
S2174	Male	201000000091200	4.7	N	125	125	4.745483668	4.8	2013	2013
S343	Male	203090000101100	9.7	Y	125	129.22	4.745483668	4.8	2011	2016
S653	Male	201000000010209	7.7	N	125	128.5	4.745483668	4.8	2011	2014
S657	Male	203100000080900	9.7	Y	125	128.74	4.745483668	4.8	2011	2016
S2037	Male	212000000091200	7.8	Y	125.2	128.56	4.767524725	4.8	2014	2017
S2179	Male	209000000031100	5.8	N	125.66	126	4.818703691	4.9	2013	2014
S1298	Male	210120000110000	9.9	N	126	128.5	4.856974195	4.9	2003	2008
S356	Male	203100000021200	8.9	N	126	130.5	4.856974195	4.9	2011	2015
S1468	Male	201100000081000	7.9	N	126.6	132	4.92545352	5	2008	2011
S1005	Male	202120000031100	5	N	127	NA	4.971793284	5	2011	2011
S1031	Male	202000000011200	5	N	127	127	4.971793284	5	2013	2013
S1194	Male	203120000090000	5	N	127	127	4.971793284	5	2003	2003
S17	Female	401031100010000	4.7	N	127	151.5	6.332752097	3.7	2014	2015
S2048	Female	412000000031100	11.9	Y	127	135.44	6.332752097	4	2009	2017
S326	Male	203090000011000	5	N	127	127	4.971793284	5	2011	2011
S843	Male	209000000020000	17	N	127	130	4.971793284	5	1999	2011
S996	Male	202110000031200	5	N	127	127	4.971793284	5	2011	2011
S2150	Male	211000000081000	5	N	127.2	127.2	4.99517423	5	2014	2014
S1336	Male	201120000081000	8	N	127.4	129	5.01869818	5.1	2008	2011
S196	Male	202000000081100	5.1	N	128	128	5.090145817	5.1	2013	2013
S2046	Male	208120000120000	19.1	Y	128	133.79	5.090145817	5.1	2003	2017
S2171	Male	202120000081000	5.1	N	128	128	5.090145817	5.1	2011	2011
S225	Male	202090000010200	5.1	N	128	128	5.090145817	5.1	2011	2011
S237	Male	202090000031000	9.1	N	128	133.35	5.090145817	5.1	2011	2015
S320	Male	203000000091200	7.1	N	128	129.4	5.090145817	5.1	2013	2015
S381	Male	208000000080900	5.1	N	128	128	5.090145817	5.1	2014	2014
S497	Male	203100000081100	5.1	N	128	128	5.090145817	5.1	2011	2011
S844	Male	209110000080000	12.1	N	128	133	5.090145817	5.1	2003	2010
S91	Female	108120000091000	8.1	N	128	138	6.448697048	4.1	2010	2014
S380	Male	208000000031200	5.1	N	128.1	133.5	5.102183867	5.2	2014	2014
S2126	Female	103091200010000	6	Y	128.15	139	6.466264033	4	2016	2018
S2007	Male	211120000010200	5.1	Y	128.43	131.3	5.142178895	5.2	2017	2017
S544	Male	210000000091100	5.2	N	128.5	128.5	5.150716421	5.2	2014	2014
S568	Male	212000000020800	5.2	N	128.6	128.6	5.162945855	5.2	2014	2014
S2087	Female	103080900100000	7	Y	128.61	130	6.520426582	6	2017	2018
S2006	Male	209120000011000	7.2	Y	128.9	131.11	5.199869216	5.2	2015	2017
S1011	Male	202120000091000	5.2	N	129	129	5.212256195	5.3	2011	2011
S1049	Male	203000000031200	5.2	N	129	129	5.212256195	5.3	2013	2013
S1178	Male	209000000100000	6.2	N	129	137	5.212256195	5.3	1999	2000
S156	Male	201000000111200	5.2	N	129	129	5.212256195	5.3	2013	2013
S166	Male	201090000111200	11.2	N	129	131	5.212256195	5.3	2008	2014
S206	Male	202030000080900	9.2	N	129	135	5.212256195	5.3	2009	2013
S2169	Male	202110000011200	7.2	N	129	131	5.212256195	5.3	2011	2013
S342	Male	203090000091200	5.2	N	129	129	5.212256195	5.3	2011	2011
S347	Male	203100000010800	5.2	N	129	129	5.212256195	5.3	2011	2011
S542	Male	210000000081200	5.3	N	129.4	122.8	5.262206947	5.3	2014	2014
S2035	Male	208120000031200	6.3	Y	129.85	130.02	5.319188046	5.4	2016	2017
S186	Male	202000000020800	6.3	N	130	134.46	5.3	5.3	2013	2014
S2023	Male	202090000080900	11.3	Y	130	132.68	5.338370898	5.4	2011	2017
S2176	Male	202080000031200	5.3	N	130	130	5.338370898	5.4	2011	2011
S2182	Male	202110000031000	5.3	N	130	130	5.338370898	5.4	2011	2011
S386	Male	208090000010300	5.3	N	130	130	5.338370898	5.4	2014	2014
S562	Male	212000000010300	10.3	Y	130	140	5.338370898	5.4	2013	2018
S780	Male	201090000020800	11.3	N	130	134.6	5.338370898	5.4	2009	2015
S2159	Male	211000000091000	5.4	N	130.2	130.2	5.364097776	5.4	2014	2014
S641	Female	103120000031200	13.2	Y	130.6	152	6.759944475	4.2	2008	2017
S207	Male	402030000091100	6.5	N	130.9	131.6	5.455521696	5.5	2014	2015
S1039	Male	202100000080900	11.5	Y	131	137.26	5.468761482	5.5	2010	2016
S1051	Male	203000000081000	5.5	N	131	131	5.468761482	5.5	2013	2013
S1055	Male	203120000100000	19.5	Y	131	135.59	5.468761482	5.5	2003	2017
S1070	Male	211000000091100	5.5	N	131	131	5.468761482	5.5	2014	2014
S1190	Male	201100000010900	5.5	N	131	131	5.468761482	5.5	2007	2007
S1257	Female	102120000091200	5	N	131	131	6.80914519	5	2003	2003
S1294	Female	101090000111200	7.2	N	131	146	6.80914519	4.3	2002	2005
S2116	Female	108110000021000	14.6	Y	131	153	6.80914519	4.6	2008	2018
S2175	Male	203000000081200	5.5	N	131	131	5.468761482	5.5	2013	2013
S361	Male	203100000091200	5.5	N	131	131	5.468761482	5.5	2011	2011
S549	Male	210110000090000	18.5	Y	131	134.16	5.468761482	5.5	2003	2016
S839	Male	201100000011200	9.5	N	131	133	5.468761482	5.5	2007	2011
S986	Male	202110000010200	5.5	N	131	131	5.468761482	5.5	2011	2011
S1380	Male	201020000091000	10.5	N	131.1	162	5.482047	5.5	2008	2013
S552	Male	211000000011200	7.5	Y	131.1	132.82	5.482047	5.5	2014	2016
S1256	Female	102120000091100	5	N	132	132	6.93375941	5	2003	2003
S1301	Female	112000000020800	7	N	132	135	6.93375941	6	2007	2008
S1330	Female	111120000031200	5.2	N	132	138	6.93375941	4.2	2011	2012
S1406	Female	103090000091200	6.7	N	132	135	6.93375941	4.8	2009	2011
S2063	Female	110120000021000	11	Y	132	148.25	6.93375941	5	2011	2017
S2168	Male	202090000031200	5.6	N	132	132	5.603728096	5.7	2011	2011
S2177	Male	209110000090000	5.6	N	132	132	5.603728096	5.7	2003	2003
S748	Female	111000000101100	13.6	N	132	142.14	6.93375941	4.6	2007	2016
S761	Male	203100000091000	5.6	N	132	132	5.603728096	5.7	2011	2011
S824	Female	109100000011000	9	N	132	146	6.93375941	6	2008	2011
S1333	Male	201090000020300	8.7	N	132.7	139	5.701104281	5.8	2008	2011
S698	Female	101101100090000	7	N	132.8	136.11	7.035155535	6	2014	2015
S1184	Male	201000000030800	5.7	N	133	133	5.743603651	5.8	2005	2005
S122	Female	109120000021000	9	N	133	138.1	7.060747377	5	2010	2014
S1269	Male	201020300020000	17.7	Y	133	136.96	5.743603651	5.8	2005	2017
S1279	Female	102080000100000	9.9	N	133	146	7.060747377	5.9	1995	2004
S1284	Male	201080000010000	5.7	N	133	NA	5.743603651	5.8	2000	2000
S1337	Male	202090000021000	7.7	N	133	134	5.743603651	5.8	2011	2013
S1397	Male	211000000021200	7.7	Y	133	134.8	5.743603651	5.8	2014	2016
S2034	Male	202120000090000	20.7	Y	133	135.6	5.743603651	5.8	2002	2017
S2170	Male	202000000081200	5.7	N	133	133	5.743603651	5.8	2013	2013
S278	Male	202110000101200	5.7	N	133	133	5.743603651	5.8	2011	2011
S715	Female	101080900080900	10.4	Y	133	140.8	7.060747377	4.4	2012	2018
S764	Female	108000000091100	14	N	133	149.75	7.060747377	5.1	2006	2015
S776	Female	110000000031100	14.6	N	133	151.14	7.060747377	5.6	2006	2015
S83	Female	103120000120000	24.8	N	133	151.04	7.060747377	4.9	1996	2016
